filename,width,height,class,xmin,ymin,xmax,ymax
S17_M_rest_3.jpg,2000,3008,face,494,905,1517,1988
S17_M_rest_4.jpg,2000,3008,face,508,928,1480,1946
S17_M_rest_5.jpg,2000,3008,face,625,989,1587,1998
S17_M_rest_6.jpg,2000,3008,face,503,970,1423,1951
S18_F_air_1.jpg,2000,3008,face,508,1017,1475,1984
S18_F_air_2.jpg,2000,3008,face,489,1008,1466,1975
S18_F_friction_1.jpg,2000,3008,face,517,1008,1658,2021
S18_F_friction_2.jpg,2000,3008,face,288,1059,1429,2072
S18_F_pain_1.jpg,2000,3008,face,480,774,1621,2086
S18_F_pain_2.jpg,2000,3008,face,443,793,1583,2115
S18_F_pain_3.jpg,2000,3008,face,476,839,1601,2021
S18_F_pain_4.jpg,2000,3008,face,499,741,1653,1956
S18_F_pain_5.jpg,2000,3008,face,536,559,1644,1811
S18_F_rest_1.jpg,2000,3008,face,644,928,1644,1979
S18_F_rest_2.jpg,2000,3008,face,602,1021,1602,2035
S18_F_sucrose.jpg,2000,3008,face,387,1101,1466,2217
S20_F_cry_1.jpg,2000,3008,face,392,597,1251,1573
S20_F_cry_2.jpg,2000,3008,face,392,484,1667,1932
S20_F_friction_1.jpg,2000,3008,face,475,718,1667,1886
S20_F_friction_2.jpg,2000,3008,face,475,900,1564,1956
S20_F_pain_1.jpg,2000,3008,face,522,914,1578,1853
S20_F_pain_2.jpg,2000,3008,face,667,975,1723,1914
S20_F_pain_3.jpg,2000,3008,face,578,923,1634,1844
S20_F_pain_post_sucrose_1.jpg,2000,3008,face,615,952,1592,1970
S20_F_pain_post_sucrose_2.jpg,2000,3008,face,615,952,1592,1970
S20_F_pain_post_sucrose_3.jpg,2000,3008,face,592,952,1569,1918
S20_F_rest_1.jpg,2000,3008,face,494,933,1518,1932
S20_F_rest_2.jpg,2000,3008,face,466,905,1518,1909
S20_F_rest_3.jpg,2000,3008,face,564,910,1579,2026
S20_F_rest_4.jpg,2000,3008,face,564,947,1489,1764
S20_F_rest_5.jpg,2000,3008,face,686,873,1644,1867
S20_F_sucrose.jpg,2000,3008,face,559,1013,1606,1965
S22_M_air_1.jpg,2000,3008,face,288,853,1770,2372
S22_M_friction_1.jpg,2000,3008,face,344,853,1690,2185
S22_M_pain_1.jpg,2000,3008,face,354,914,1690,2287
S22_M_pain_2.jpg,2000,3008,face,330,937,1592,2199
S22_M_pain_3.jpg,2000,3008,face,344,1063,1653,2325
S22_M_pain_4.jpg,2000,3008,face,237,1091,1546,2353
S22_M_rest_1.jpg,2000,3008,face,527,685,1686,1965
S22_M_rest_2.jpg,2000,3008,face,494,723,1606,2012
S22_M_rest_3.jpg,2000,3008,face,363,868,1672,2185
S22_M_rest_4.jpg,2000,3008,face,396,868,1672,2143
S22_M_sucrose_1.jpg,2000,3008,face,307,765,1676,2176
S23_F_air_1.jpg,2000,3008,face,471,966,1756,2040
S23_F_air_2.jpg,2000,3008,face,415,611,1765,2040
S23_F_friction_1.jpg,2000,3008,face,415,625,1821,2110
S23_F_friction_2.jpg,2000,3008,face,415,532,1821,2026
S23_F_pain_1.jpg,2000,3008,face,303,746,1606,2101
S23_F_pain_2.jpg,2000,3008,face,401,779,1732,2152
S23_F_pain_3.jpg,2000,3008,face,415,816,1756,2217
S23_F_rest_1.jpg,2000,3008,face,466,919,1704,2063
S23_F_rest_2.jpg,2000,3008,face,466,919,1704,2063
S23_F_rest_3.jpg,2000,3008,face,429,1092,1667,2208
S23_F_rest_4.jpg,2000,3008,face,251,737,1667,2101
S23_F_rest_5.jpg,2000,3008,face,232,774,1667,2217
S26_M_air_1.jpg,2000,3008,face,307,727,1541,2119
S26_M_friction_1.jpg,2000,3008,face,499,666,1658,1937
S26_M_friction_2.jpg,2000,3008,face,513,722,1634,1984
S26_M_friction_3.jpg,2000,3008,face,490,736,1611,2007
S26_M_pain_1.jpg,2000,3008,face,420,727,1550,2063
S26_M_pain_2.jpg,2000,3008,face,513,681,1681,1998
S26_M_pain_3.jpg,2000,3008,face,438,681,1681,2194
S26_M_pain_4.jpg,2000,3008,face,396,681,1522,2166
S26_M_rest_1.jpg,2000,3008,face,503,732,1517,1937
S26_M_rest_2.jpg,2000,3008,face,503,732,1746,2087
S26_M_rest_3.jpg,2000,3008,face,531,863,1648,2161
S26_M_yawn_1.jpg,2000,3008,face,363,522,1573,2185
S26_M_yawn_2.jpg,2000,3008,face,401,564,1559,2129
S27_F_air_1.jpg,2000,3008,face,289,587,1667,2044
S27_F_air_2.jpg,2000,3008,face,182,582,1555,2063
S27_F_friciton_3.jpg,2000,3008,face,476,549,1728,2147
S27_F_friction_1.jpg,2000,3008,face,443,578,1756,2236
S27_F_friction_2.jpg,2000,3008,face,344,578,1718,2236
S27_F_pain_1.jpg,2000,3008,face,106,438,1700,2096
S27_F_pain_2.jpg,2000,3008,face,181,559,1737,2217
S27_F_pain_3.jpg,2000,3008,face,270,568,1807,2278
S27_F_pain_4.jpg,2000,3008,face,270,568,1667,2185
S27_F_rest_1.jpg,2000,3008,face,433,681,1760,2180
S27_F_rest_2.jpg,2000,3008,face,354,653,1732,2152
S27_F_rest_3.jpg,2000,3008,face,349,634,1704,2133
S27_F_rest_4.jpg,2000,3008,face,377,667,1681,2133
S27_F_rest_5.jpg,2000,3008,face,209,513,1681,2087
S31_M_air_1.jpg,2000,3008,face,391,1026,1644,2087
S31_M_friction_1.jpg,2000,3008,face,330,751,1700,1998
S31_M_friction_2.jpg,2000,3008,face,377,811,1747,1989
S31_M_pain_1.jpg,2000,3008,face,186,891,1564,2199
S31_M_pain_2.jpg,2000,3008,face,186,849,1564,2180
S31_M_pain_3.jpg,2000,3008,face,186,788,1564,2138
S31_M_pain_4.jpg,2000,3008,face,83,830,1461,2227
S31_M_rest_1.jpg,2000,3008,face,415,839,1737,2110
S31_M_rest_2.jpg,2000,3008,face,97,853,1391,2068
S31_M_succrose.jpg,2000,3008,face,373,1002,1583,2040
S32_F_air_1.jpg,2000,3008,face,373,718,1667,2157
S32_F_air_2.jpg,2000,3008,face,293,797,1587,2208
S32_F_friction_1.jpg,2000,3008,face,336,849,1751,2456
S32_F_friction_2.jpg,2000,3008,face,336,919,1709,2456
S32_F_friction_3.jpg,2000,3008,face,308,928,1634,2437
S32_F_pain_1.jpg,2000,3008,face,415,816,1732,2273
S32_F_pain_2.jpg,2000,3008,face,429,816,1742,2259
S32_F_pain_3.jpg,2000,3008,face,429,779,1742,2245
S32_F_pain_5.jpg,2000,3008,face,391,760,1704,2287
S32_F_rest_1.jpg,2000,3008,face,480,755,1732,2152
S32_F_rest_2.jpg,2000,3008,face,457,755,1686,2119
S32_F_rest_3.jpg,2000,3008,face,429,755,1606,2138
S32_F_rest_4.jpg,2000,3008,face,443,797,1742,2306
S32_F_succrose.jpg,2000,3008,face,499,727,1770,2161
S32_F_yawn_1.jpg,2000,3008,face,443,764,1746,2311
S32_F_yawn_2.jpg,2000,3008,face,392,703,1695,2189
S32_F_yawn_3.jpg,2000,3008,face,419,703,1714,2203
S33_M_air_1.jpg,2000,3008,face,480,708,1672,2035
S33_M_air_2.jpg,2000,3008,face,419,787,1611,2077
S33_M_friction_1.jpg,2000,3008,face,410,787,1704,2119
S33_M_friction_2.jpg,2000,3008,face,391,801,1667,2101
S33_M_pain_1.jpg,2000,3008,face,354,661,1653,2073
S33_M_pain_2.jpg,2000,3008,face,358,615,1653,2030
S33_M_pain_3.jpg,2000,3008,face,401,592,1681,2049
S33_M_rest_1.jpg,2000,3008,face,401,839,1536,2049
S33_M_rest_2.jpg,2000,3008,face,541,718,1564,1895
S33_M_succrose.jpg,2000,3008,face,415,788,1564,2049
S33_M_yawn_1.jpg,2000,3008,face,517,802,1611,2082
S33_M_yawn_2.jpg,2000,3008,face,480,802,1574,2082
S34_M_air_1.jpg,2000,3008,face,307,975,1550,2082
S34_M_friction_1.jpg,2000,3008,face,190,755,1662,1956
S34_M_friction_2.jpg,2000,3008,face,148,755,1620,1993
S34_M_friction_3.jpg,2000,3008,face,321,657,1662,1816
S34_M_pain_1.jpg,2000,3008,face,302,933,1643,2092
S34_M_pain_2.jpg,2000,3008,face,269,956,1573,2092
S34_M_pain_3.jpg,2000,3008,face,306,961,1639,2115
S34_M_pain_4.jpg,2000,3008,face,288,961,1639,2091
S34_M_pain_5.jpg,2000,3008,face,251,956,1592,2086
S34_M_rest_1.jpg,2000,3008,face,391,746,1732,1876
S34_M_rest_2.jpg,2000,3008,face,382,695,1723,1825
S34_M_rest_3.jpg,2000,3008,face,176,923,1541,2129
S34_M_rest_4.jpg,2000,3008,face,157,825,1522,1984
S36_F_friction.jpg,2000,3008,face,307,909,1615,2138
S36_F_pain_1.jpg,2000,3008,face,256,769,1700,2199
S36_F_rest_1.jpg,2000,3008,face,256,769,1681,2058
S36_F_rest_2.jpg,2000,3008,face,237,863,1662,2193
S36_F_rest_3.jpg,2000,3008,face,237,709,1573,2058
S36_F_rest_4.jpg,2000,3008,face,199,863,1559,2212
S37_M_air.jpg,2000,3008,face,443,868,1714,2245
S37_M_friction_1.jpg,2000,3008,face,513,676,1691,1876
S37_M_pain_1.jpg,2000,3008,face,452,727,1816,2161
S37_M_pain_2.jpg,2000,3008,face,499,839,1713,2161
S37_M_pain_3.jpg,2000,3008,face,649,741,1915,2171
S37_M_rest_1.jpg,2000,3008,face,475,802,1579,1951
S37_M_rest_2.jpg,2000,3008,face,428,802,1532,1951
S37_M_rest_3.jpg,2000,3008,face,545,961,1583,2077
S38_F_cry_1.jpg,2000,3008,face,297,606,1485,2073
S38_F_cry_2.jpg,2000,3008,face,489,615,1751,1942
S38_F_friction_1.jpg,2000,3008,face,237,666,1466,1979
S38_F_pain_1.jpg,2000,3008,face,461,708,1704,2040
S38_F_pain_2.jpg,2000,3008,face,433,601,1639,1998
S38_F_pain_3.jpg,2000,3008,face,466,540,1672,1937
S38_F_pain_4.jpg,2000,3008,face,345,605,1551,2058
S38_F_rest_1.jpg,2000,3008,face,541,642,1662,1760
S38_F_rest_2.jpg,2000,3008,face,452,693,1573,1839
S39_F_air_1.jpg,2000,3008,face,312,660,1634,2030
S39_F_air_2.jpg,2000,3008,face,312,660,1634,2030
S39_F_friction_1.jpg,2000,3008,face,517,651,1709,2021
S39_F_friction_2.jpg,2000,3008,face,601,674,1793,2016
S39_F_pain_1.jpg,2000,3008,face,475,996,1667,2213
S39_F_pain_2.jpg,2000,3008,face,480,970,1672,2264
S39_F_pain_3.jpg,2000,3008,face,457,984,1649,2278
S39_F_rest_1.jpg,2000,3008,face,508,638,1536,1886
S39_F_rest_2.jpg,2000,3008,face,601,793,1555,1942
S39_F_rest_3.jpg,2000,3008,face,409,714,1681,2101
S40_M_friction_1.jpg,2000,3008,face,424,830,1681,1932
S40_M_pain _1.jpg,2000,3008,face,331,853,1653,1914
S40_M_pain_2.jpg,2000,3008,face,205,737,1527,1919
S40_M_rest_1.jpg,2000,3008,face,475,732,1597,1863
S40_M_rest_2.jpg,2000,3008,face,405,737,1508,1788
S40_M_rest_3.jpg,2000,3008,face,517,821,1765,2016
S40_M_rest_4.jpg,2000,3008,face,344,774,1592,2016
S41_M_friction_1.jpg,2000,3008,face,451,629,1699,1918
S41_M_pain_1.jpg,2000,3008,face,474,713,1709,1965
S41_M_pain_2.jpg,2000,3008,face,469,704,1704,1956
S41_M_rest_1.jpg,2000,3008,face,488,830,1751,2026
S41_M_rest_2.jpg,2000,3008,face,471,891,1709,2035
S41_M_sneeze.jpg,2000,3008,face,340,891,1527,1993
